Year,County,NCICCode,Homicide_sum,Robbery_sum,AggAssault_sum,Burglary_sum,LTtotal_sum,HomicideClr_sum,RobberyClr_sum,AggAssaultClr_sum,BurglaryClr_sum,VehicleTheftClr_sum,LTtotalClr_sum,FROBact_sum,KROBact_sum,OROBact_sum,SROBact_sum,CHROBnao_sum,GROBnao_sum,CROBnao_sum,RROBnao_sum,BROBnao_sum,MROBnao_sum,FEBURact_Sum,UBURact_sum,RESDBUR_sum,NRESBUR_sum,PPLARnao_sum,PSLARnao_sum,SLLARnao_sum,BILARnao_sum,FBLARnao_sum,COMLARnao_sum,AOLARnao_sum,LT400nao_sum,LT200400nao_sum,LT50200nao_sum,LT50nao_sum
2006,Santa Clara County,Gilroy,1,67,153,273,1485,1,18,97,24,26,190,14,11,12,30,16,1,3,7,3,37,144,129,130,143,9,13,217,68,101,9,182,413,240,311,521
2006,Santa Clara County,Los Altos,0,2,2,172,230,0,2,1,8,3,13,0,0,0,2,0,0,0,0,0,1,119,53,112,60,0,0,10,23,30,1,48,91,52,35,52
2006,Santa Clara County,Los Altos Hills,0,0,0,47,103,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,21,26,41,6,0,0,0,4,7,0,33,44,8,6,45
2006,Santa Clara County,Los Gatos,0,12,20,145,379,0,4,16,22,6,43,5,2,1,4,0,0,2,0,4,6,87,58,61,84,0,1,37,21,95,0,48,160,72,60,87
2006,Santa Clara County,Milpitas,0,52,115,334,1523,0,13,56,23,9,417,14,6,5,27,7,3,3,4,9,16,250,84,162,172,6,31,467,33,189,3,190,426,249,385,463
2006,Santa Clara County,Monte Sereno,0,0,2,13,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12,1,0,0,0,0,2,0,1,5,0,1,0
2006,Santa Clara County,Morgan Hill,0,10,45,170,704,0,6,27,25,10,79,5,1,1,3,2,1,1,0,1,4,99,71,60,110,0,2,86,15,60,1,208,78,32,47,547
2006,Santa Clara County,Mountain View,0,71,219,271,1648,0,41,156,32,48,255,25,7,5,34,16,1,2,6,6,7,174,97,96,175,0,0,227,141,134,7,296,442,294,403,509
2006,Santa Clara County,Palo Alto,0,32,29,399,1333,0,6,22,46,10,173,10,3,1,18,1,1,0,1,2,20,221,178,217,182,0,2,181,209,56,2,296,511,248,259,315
2006,Santa Clara County,San Jose,29,1030,2285,4423,12678,18,233,831,245,2476,2222,240,162,145,483,326,33,73,113,35,150,3548,875,3060,1363,47,57,2160,443,1988,32,1246,3827,1726,1943,5182
2006,Santa Clara County,Santa Clara,3,59,102,595,2283,2,13,62,57,15,288,17,6,2,34,10,1,10,9,4,13,354,241,274,321,12,23,262,131,304,8,503,874,364,383,662
2006,Santa Clara County,Saratoga,0,2,22,161,345,0,1,12,6,4,15,1,1,0,0,1,0,0,0,0,1,50,111,100,61,0,4,14,19,58,9,72,124,90,56,75
2006,Santa Clara County,Sunnyvale,1,81,81,524,1699,0,33,64,94,20,212,28,4,15,34,23,4,8,7,1,5,344,180,259,265,4,5,168,71,159,15,296,476,279,414,530
2006,Santa Clara County,CSU San Jose,0,4,2,20,325,0,2,2,4,3,40,1,0,0,3,0,0,2,0,0,1,0,20,9,11,0,0,11,101,163,1,5,96,59,90,80
2006,Santa Clara County,San Jose Community College,0,2,2,16,60,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,12,0,16,0,0,1,11,27,3,3,13,13,15,19
2006,Santa Clara County,West Valley College District,0,0,2,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,12,0,0,0,1,24,2,1,18,7,11,16
2006,Santa Clara County,Foothill College,0,1,0,31,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19,12,2,29,0,0,0,2,0,0,57,23,13,13,11
2006,Santa Clara County,Union Pacific RR - Santa Clara,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
2006,Santa Clara County,Santa Clara Transit District,0,19,15,2,102,0,1,5,0,1,10,0,3,2,14,0,0,1,0,0,18,0,2,0,2,0,3,0,8,3,1,28,13,28,19,42
2006,Santa Clara County,CA Highway Patrol - Santa Clara,0,0,2,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8
2006,Santa Cruz County,Santa Cruz Co. Sheriff's Department,7,25,233,830,1750,4,2,111,34,5,47,2,1,1,21,7,1,0,3,1,8,819,11,497,333,3,9,74,83,209,2,340,700,320,326,404
2006,Santa Cruz County,Capitola,0,9,49,122,770,0,4,45,22,0,287,0,3,0,6,0,0,0,1,1,5,67,55,53,69,4,7,322,41,70,2,149,172,142,241,215
2006,Santa Cruz County,Santa Cruz,3,107,251,537,2412,3,23,127,56,27,241,19,18,7,63,2,2,5,5,6,79,226,311,316,221,21,27,205,319,257,16,489,827,521,457,607
2006,Santa Cruz County,Watsonville,6,82,199,359,1485,3,21,77,26,12,215,9,27,4,42,2,2,5,6,0,36,210,149,248,111,0,6,226,37,135,5,249,352,273,266,594
2006,Santa Cruz County,Scotts Valley,0,2,9,60,262,0,1,4,5,1,33,1,0,0,1,0,0,0,1,0,1,36,24,32,28,0,0,41,11,50,2,47,71,48,59,84
2006,Santa Cruz County,Union Pacific RR - Santa Cruz,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2006,Santa Cruz County,Santa Cruz Mtns. DPR,0,0,1,0,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,43,22,25,8
2006,Santa Cruz County,UC Santa Cruz,0,2,2,53,249,0,0,3,2,0,10,0,0,0,2,0,0,0,0,0,0,22,31,28,25,0,0,1,50,93,2,38,78,50,62,59
2006,Santa Cruz County,CA Highway Patrol - Santa Cruz,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
2006,Shasta County,Shasta Co. Sheriff's Department,6,12,184,373,449,6,1,108,22,22,51,3,4,0,5,0,1,0,3,1,5,190,183,235,138,2,0,43,15,85,2,161,170,69,77,133
2006,Shasta County,Anderson,0,6,26,110,298,0,3,6,13,6,18,1,1,1,3,0,2,1,2,0,1,34,76,39,71,0,4,67,26,43,1,40,83,42,68,105
2006,Shasta County,Redding,2,66,248,719,2174,2,23,151,92,65,504,10,7,5,44,12,0,7,8,3,7,371,348,466,253,5,16,448,61,239,18,344,670,270,432,802
2006,Shasta County,Union Pacific RR - Shasta,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,3,2
2006,Shasta County,CA Highway Patrol - Shasta,0,1,0,0,33,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2006,Sierra County,Sierra Co. Sheriff's Department,0,1,7,15,37,0,0,3,3,0,5,0,0,0,1,0,0,0,0,0,0,7,8,11,4,0,0,0,0,5,0,23,13,5,9,10
2006,Sierra County,Union Pacific RR - Sierra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Sierra County,CA Highway Patrol - Sierra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Siskiyou County,Siskiyou Co. Sheriff's Department,0,2,46,95,164,0,0,39,15,3,24,1,0,0,1,0,0,0,1,0,0,52,43,71,24,0,0,7,10,31,0,77,60,36,39,29
2006,Siskiyou County,Dorris,0,0,3,5,13,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,3,2,0,0,1,0,5,0,5,3,2,5,3
2006,Siskiyou County,Dunsmuir,0,2,3,18,17,0,1,2,6,5,2,0,0,0,2,0,0,0,1,0,0,11,7,14,4,0,0,1,0,3,1,3,4,5,3,5
2006,Siskiyou County,Etna,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
2006,Siskiyou County,Fort Jones,0,0,1,2,5,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,1,0,2,2
2006,Siskiyou County,Montague,0,0,3,11,10,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,6,5,3,8,0,0,1,1,0,0,5,2,2,4,2
2006,Siskiyou County,Mount Shasta,0,1,7,16,84,0,0,7,2,13,33,1,0,0,0,0,0,0,0,1,0,4,12,3,13,0,1,25,5,11,1,10,21,19,12,32
2006,Siskiyou County,Tulelake,0,0,1,2,10,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,1,1,0,4,3,1,2,4
2006,Siskiyou County,Weed,0,1,11,22,59,0,1,7,5,3,21,0,0,0,1,0,0,0,0,0,1,5,17,10,12,0,0,6,4,19,1,19,6,5,5,43
2006,Siskiyou County,Yreka,0,3,50,32,189,0,1,46,11,13,74,0,0,0,3,0,0,0,0,0,0,17,15,17,15,2,0,42,26,38,1,28,38,35,53,63
2006,Siskiyou County,Lake Shastina,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,5,0,13,6,3,5,9
2006,Siskiyou County,Union Pacific RR - Siskiyou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Siskiyou County,CA Highway Patrol - Siskiyou,0,0,2,0,10,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,8
2006,Solano County,Solano Co. Sheriff's Department,0,12,124,243,200,0,5,88,22,6,11,4,0,1,7,1,0,1,2,0,0,148,95,145,98,1,3,2,4,41,0,99,81,33,42,44
2006,Solano County,Benicia,0,12,47,116,308,0,4,36,26,8,57,7,0,1,4,2,0,2,0,1,2,47,69,59,57,1,0,8,9,58,1,103,107,46,56,99
2006,Solano County,Dixon,0,12,48,104,423,0,2,31,12,13,55,5,2,0,5,2,4,1,0,0,0,69,35,71,33,1,6,41,28,57,5,99,148,76,101,98
2006,Solano County,Fairfield,6,241,371,745,2912,6,67,192,85,55,605,92,11,18,120,27,3,16,20,5,5,551,194,472,273,41,19,614,66,285,18,608,687,412,754,1059
2006,Solano County,Rio Vista,0,0,1,20,43,0,0,1,1,5,4,0,0,0,0,0,0,0,0,0,0,11,9,4,16,0,0,1,4,6,1,18,17,12,9,5
2006,Solano County,Suisun,1,30,65,179,374,1,6,26,32,10,16,11,2,0,17,2,0,3,5,0,7,92,87,127,52,2,1,20,13,31,1,115,108,63,110,93
2006,Solano County,Vacaville,1,112,142,320,1733,1,56,105,44,49,417,38,4,4,66,16,1,6,12,7,61,154,166,255,65,1,2,344,67,260,22,180,542,290,324,577
2006,Solano County,Vallejo,6,430,739,1155,3300,3,125,490,187,169,488,134,24,17,255,64,17,24,60,8,83,692,463,690,465,12,21,363,7,597,10,834,522,301,352,2125
2006,Solano County,Union Pacific RR - Solano,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Solano County,Solano Community College,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,7,2,13,12
2006,Solano County,CA Highway Patrol - Solano,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2006,Sonoma County,Sonoma Co. Sheriff's Department,2,48,498,739,1172,0,26,441,121,16,128,18,5,6,19,9,3,3,12,0,10,258,481,417,322,2,5,53,22,118,4,368,366,140,187,479
2006,Sonoma County,Cloverdale,0,3,19,38,121,0,1,17,5,1,15,0,0,1,2,0,0,1,1,0,0,14,24,14,24,0,2,12,6,7,0,39,19,18,26,58
2006,Sonoma County,Cotati,0,4,51,50,83,0,1,40,15,2,14,0,0,1,3,0,0,0,0,0,1,9,41,25,25,0,2,9,1,10,0,13,28,12,8,35
2006,Sonoma County,Healdsburg,0,5,13,66,173,0,3,7,6,1,17,2,0,2,1,1,0,0,0,0,1,41,25,21,45,0,2,18,14,30,3,44,27,36,31,79
2006,Sonoma County,Rohnert Park,1,18,171,128,595,0,13,156,40,7,106,4,3,0,11,5,0,1,1,2,4,28,100,61,67,0,4,86,18,68,4,77,153,97,141,204
2006,Sonoma County,Santa Rosa,6,175,635,833,2887,3,57,474,74,46,477,26,16,12,121,23,4,10,14,3,45,469,364,406,427,5,15,525,95,344,14,371,744,381,500,1262
2006,Sonoma County,Sebastopol,0,8,9,32,111,0,4,7,7,2,20,3,1,0,4,1,0,1,1,0,0,12,20,11,21,0,1,16,5,31,1,7,41,26,18,26
2006,Sonoma County,Sonoma,0,5,39,74,201,0,2,42,8,2,42,0,0,0,5,0,0,1,0,0,1,24,50,26,48,2,1,23,13,18,0,64,52,25,43,81
2006,Sonoma County,Petaluma,2,25,166,136,964,2,10,118,13,8,184,5,2,0,18,2,1,1,3,3,10,38,98,48,88,3,12,164,35,100,2,154,245,113,166,440
2006,Sonoma County,CSU Sonoma,0,0,0,14,133,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,4,10,8,6,0,0,0,60,35,0,14,27,51,43,12
2006,Sonoma County,Union Pacific RR - Sonoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Sonoma County,Silverado DPR,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,4,7,2,2,7
2006,Sonoma County,Sonoma Mendocino Coast DPR,0,1,1,2,53,0,1,1,1,0,3,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,17,20,14,11,8
2006,Sonoma County,Sonoma Developmental Center,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,5,2
2006,Sonoma County,Sonoma Co. Junior College,0,0,3,10,75,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,0,10,0,0,1,18,18,4,14,19,15,20,21
2006,Sonoma County,Windsor,0,8,73,83,235,0,6,61,15,4,84,1,2,1,4,2,0,0,2,0,2,15,68,46,37,0,3,61,15,24,1,59,41,24,38,132
2006,Sonoma County,CA Highway Patrol - Sonoma,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,75
2006,Stanislaus County,Stanislaus Co. Sheriff's Department,10,98,709,1463,2436,5,30,366,83,43,89,44,11,11,32,19,8,5,14,3,16,1058,405,862,601,2,0,40,36,37,7,1253,866,375,423,772
2006,Stanislaus County,Ceres,2,57,109,333,1300,2,14,72,31,92,234,21,8,2,26,33,1,6,7,1,4,60,273,210,123,0,19,274,27,2,0,425,339,172,218,571
2006,Stanislaus County,Modesto,11,462,872,1762,8018,9,151,417,162,201,1452,157,43,44,218,80,16,48,47,21,40,1177,585,1219,543,8,20,1659,183,576,35,1797,1675,1132,1278,3933
2006,Stanislaus County,Newman,0,1,16,63,144,0,0,14,4,5,22,0,0,0,1,0,0,0,0,0,1,40,23,32,31,0,0,19,7,8,3,49,33,18,44,49
2006,Stanislaus County,Oakdale,1,11,20,261,611,0,5,16,24,11,77,1,2,1,7,1,0,0,0,0,5,116,145,115,146,2,6,25,27,122,7,138,140,102,166,203
2006,Stanislaus County,Patterson,0,8,20,217,356,0,1,7,24,3,18,3,0,0,5,4,0,0,0,0,0,149,68,114,103,0,0,17,19,13,3,160,109,63,103,81
2006,Stanislaus County,Riverbank,0,15,21,195,505,0,6,17,47,5,37,6,1,0,8,0,0,2,1,0,9,111,84,108,87,0,0,55,10,37,3,153,122,76,131,176
2006,Stanislaus County,Turlock,5,114,292,604,1778,1,32,138,37,27,266,40,9,7,58,33,3,10,10,1,26,409,195,353,251,5,7,261,38,93,5,366,580,293,371,534
2006,Stanislaus County,Waterford,0,0,43,64,242,0,0,26,4,1,8,0,0,0,0,0,0,0,0,0,0,33,31,40,24,0,0,3,1,5,0,102,51,48,59,84
2006,Stanislaus County,Hughson,0,1,3,33,86,0,1,3,11,11,56,0,0,0,1,0,0,0,1,0,0,22,11,15,18,0,1,1,7,3,0,37,25,15,25,21
2006,Stanislaus County,CSU Stanislaus,0,0,0,3,35,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,1,20,0,6,13,4,12,6
2006,Stanislaus County,Union Pacific RR - Stanislaus,0,0,4,4,49,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,48,17,9,20,3
2006,Stanislaus County,CA Highway Patrol - Stanislaus,0,0,0,0,26,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,1,0,14
2006,Sutter County,Sutter Co. Sheriff's Department,2,14,139,376,520,0,4,76,19,5,23,5,4,2,3,0,0,0,7,0,2,195,181,243,133,0,0,3,33,35,2,221,198,100,117,105
2006,Sutter County,Yuba City,2,50,177,459,1326,2,14,96,71,16,305,20,5,7,18,12,1,4,8,1,7,199,260,216,243,3,3,278,70,134,16,259,311,227,288,500
2006,Sutter County,Union Pacific RR - Sutter,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,13,9,2,2,0
2006,Sutter County,CA Highway Patrol - Sutter,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,0
2006,Tehama County,Tehama Co. Sheriff's Department,2,6,236,245,194,1,4,175,18,0,23,2,1,1,2,1,0,0,3,0,2,108,137,148,97,0,3,3,5,18,0,128,71,29,15,79
2006,Tehama County,Corning,0,6,51,82,228,0,3,21,18,1,12,1,0,1,4,1,0,0,2,0,3,35,47,34,48,2,1,12,17,36,0,82,20,27,78,103
2006,Tehama County,Red Bluff,3,11,128,115,417,3,8,112,32,11,65,1,0,2,8,1,0,1,0,2,7,36,79,46,69,1,7,27,37,98,4,100,73,81,122,141
2006,Tehama County,Union Pacific RR - Tehama,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2006,Tehama County,CA Highway Patrol - Tehama,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6
2006,Trinity County,Trinity Co. Sheriff's Department,0,4,15,77,30,0,0,12,25,0,10,2,1,0,1,0,0,0,0,0,4,53,24,44,33,14,0,1,0,4,0,11,11,6,5,8
2006,Trinity County,Union Pacific RR - Trinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Trinity County,CA Highway Patrol - Trinity,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Tulare County,Tulare Co. Sheriff's Department,20,67,339,1196,2067,11,16,152,86,0,101,31,8,6,22,1,3,2,11,0,22,876,320,600,596,17,5,37,47,145,13,1175,708,416,386,557
2006,Tulare County,Dinuba,4,26,188,278,670,3,4,89,27,14,63,8,5,2,11,0,0,3,2,0,13,207,71,156,122,1,9,45,30,25,1,231,149,117,177,227
2006,Tulare County,Exeter,0,6,47,114,223,0,3,40,27,16,13,2,2,1,1,1,0,1,1,1,1,47,67,84,30,0,0,0,19,1,0,129,61,44,67,51
2006,Tulare County,Farmersville,1,12,39,37,146,0,3,22,5,2,5,0,0,0,12,0,0,1,0,0,11,16,21,25,12,0,1,3,10,24,1,21,31,28,34,53
2006,Tulare County,Lindsay,0,10,59,162,250,0,1,46,24,11,27,2,2,0,6,0,0,2,5,0,0,111,51,120,42,0,0,9,13,35,1,64,80,41,54,75
2006,Tulare County,Porterville,9,61,159,534,1480,6,41,36,273,329,161,17,6,9,29,4,2,7,8,1,30,495,39,347,187,1,-2,194,51,166,10,275,444,272,426,338
2006,Tulare County,Tulare,6,69,330,793,1623,5,16,161,87,48,199,32,8,4,25,3,1,4,7,3,38,585,208,423,370,21,39,170,40,77,0,513,359,231,216,817
2006,Tulare County,Visalia,8,213,600,1368,3817,4,121,341,210,109,496,87,21,15,90,35,5,26,17,1,0,781,587,775,593,19,78,518,130,543,66,568,1031,500,897,1389
2006,Tulare County,Woodlake,1,2,32,67,176,0,0,24,15,6,11,1,0,1,0,0,0,0,1,0,0,41,26,33,34,0,1,0,15,0,0,90,46,36,53,41
2006,Tulare County,Union Pacific RR - Tulare,0,0,0,1,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15,4,4,6,1
2006,Tulare County,College of the Sequoias,0,0,1,60,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,0,60,1,2,1,7,15,0,7,5,7,20,15
2006,Tulare County,CA Highway Patrol - Tulare,0,0,3,1,344,0,0,1,0,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,20,2,0,322
2006,Tuolumne County,Tuolumne Co. Sheriff's Department,0,12,101,377,422,0,5,58,45,1,25,1,4,0,7,5,0,0,4,0,1,210,167,253,124,0,1,10,4,50,3,173,147,70,115,90
2006,Tuolumne County,Sonora,0,3,11,59,274,0,0,7,16,5,39,0,0,1,2,0,0,0,0,0,1,21,38,29,30,2,3,15,1,116,1,57,47,39,78,110
2006,Tuolumne County,CA Highway Patrol - Tuolumne,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
2006,Ventura County,Ventura Co. Sheriff's Department,6,29,161,370,814,2,8,92,32,17,49,7,8,4,10,1,0,1,7,0,8,190,180,187,183,7,1,5,29,109,0,212,365,96,136,217
2006,Ventura County,Camarillo,2,28,74,231,789,1,8,45,33,17,111,8,4,13,3,5,5,0,0,6,5,120,111,98,133,10,0,87,27,138,4,70,277,104,193,215
2006,Ventura County,Fillmore,0,6,53,56,235,0,3,21,9,5,34,1,2,0,3,0,0,0,0,0,4,23,33,35,21,2,0,6,22,55,0,35,46,44,73,72
2006,Ventura County,Ojai,0,1,17,53,178,0,0,13,12,0,26,0,0,0,1,0,0,0,0,0,1,29,24,13,40,3,0,16,31,45,0,26,41,36,46,55
2006,Ventura County,Oxnard,13,418,376,946,2816,6,79,123,140,147,523,117,102,37,162,33,7,1,27,2,83,639,307,617,329,0,5,681,46,136,6,338,959,477,580,800
2006,Ventura County,Port Hueneme,3,42,66,109,290,1,13,26,14,11,26,13,3,4,22,4,0,5,2,2,9,53,56,71,38,0,1,26,14,42,0,61,70,49,48,123
2006,Ventura County,Santa Paula,1,39,51,138,408,0,9,32,18,25,45,17,4,2,16,4,0,12,3,1,9,80,58,80,58,2,8,46,12,38,0,68,154,65,81,108
2006,Ventura County,Thousand Oaks,0,41,128,367,1296,0,12,82,77,24,240,13,5,13,10,9,0,0,5,8,15,179,188,166,201,26,3,172,28,243,4,126,509,201,276,310
2006,Ventura County,Ventura,1,130,180,730,2604,1,45,81,53,68,481,41,25,3,61,35,10,8,9,8,7,380,350,438,292,2,3,525,144,286,6,286,702,457,630,815
2006,Ventura County,Simi Valley,3,58,117,425,1475,0,24,67,55,20,252,24,7,8,19,14,5,4,6,2,4,312,113,188,237,1,5,250,74,183,6,172,584,277,334,280
2006,Ventura County,Angeles DPR,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,2,2,6,2
2006,Ventura County,Moorpark,0,10,34,86,283,0,6,25,23,3,67,1,3,3,3,0,2,0,3,0,3,40,46,40,46,2,2,38,9,46,2,28,112,34,68,69
2006,Ventura County,Channel Coast DPR,0,0,5,3,37,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,1,0,9,1,0,21,10,8,13,6
2006,Ventura County,Hungry Valley DPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Ventura County,Union Pacific RR - Ventura,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,Ventura County,CSU Channel Islands,0,0,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,5
2006,Ventura County,Ventura Community College,0,0,2,0,95,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,40,0,5,24,15,27,29
2006,Ventura County,CA Highway Patrol - Ventura,0,0,0,1,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13
2006,Yolo County,Yolo Co. Sheriff's Department,2,5,29,130,212,1,0,7,0,2,0,1,0,1,3,0,0,1,3,0,1,68,62,85,45,8,6,0,7,4,4,96,96,44,43,29
2006,Yolo County,Davis,0,45,143,565,1098,0,5,60,48,12,55,12,5,4,24,6,0,4,8,1,7,277,288,292,273,5,7,42,263,48,6,265,331,279,249,239
2006,Yolo County,Winters,0,0,6,49,91,0,0,6,5,16,5,0,0,0,0,0,0,0,0,0,0,27,22,29,20,0,0,2,19,2,0,28,20,17,27,27
2006,Yolo County,Woodland,0,44,69,382,1164,0,23,39,57,32,171,6,3,5,30,4,2,4,6,0,12,184,198,190,192,0,3,124,43,71,9,347,294,179,252,439
2006,Yolo County,West Sacramento,2,76,335,483,516,0,24,251,50,455,107,21,9,2,44,13,4,6,16,1,14,315,168,255,228,1,7,63,15,50,2,142,146,45,159,166
2006,Yolo County,Union Pacific RR - Yolo,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
2006,Yolo County,UC Davis,0,5,2,66,644,0,0,0,5,1,7,0,1,0,4,1,0,0,0,0,2,26,40,20,46,0,0,4,352,190,0,40,133,204,241,66
2006,Yolo County,CA Highway Patrol - Yolo,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2006,Yuba County,Yuba Co. Sheriff's Department,3,37,135,610,628,1,8,41,30,4,33,11,6,7,13,7,1,0,11,0,10,347,263,431,179,5,2,47,18,121,1,197,197,128,153,150
2006,Yuba County,Marysville,0,32,88,171,285,0,10,36,34,10,30,5,2,4,21,1,1,1,7,1,14,70,101,72,99,3,3,27,14,49,2,73,79,48,61,97
2006,Yuba County,Wheatland,0,1,6,18,33,0,0,6,1,2,2,0,0,0,1,0,0,0,1,0,0,12,6,8,10,0,0,1,6,7,2,7,11,8,5,9
2006,Yuba County,Union Pacific RR - Yuba,0,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,6,2,3,1,0
