Year,County,NCICCode,Homicide_sum,Robbery_sum,AggAssault_sum,Burglary_sum,LTtotal_sum,HomicideClr_sum,RobberyClr_sum,AggAssaultClr_sum,BurglaryClr_sum,VehicleTheftClr_sum,LTtotalClr_sum,FROBact_sum,KROBact_sum,OROBact_sum,SROBact_sum,CHROBnao_sum,GROBnao_sum,CROBnao_sum,RROBnao_sum,BROBnao_sum,MROBnao_sum,FEBURact_Sum,UBURact_sum,RESDBUR_sum,NRESBUR_sum,PPLARnao_sum,PSLARnao_sum,SLLARnao_sum,BILARnao_sum,FBLARnao_sum,COMLARnao_sum,AOLARnao_sum,LT400nao_sum,LT200400nao_sum,LT50200nao_sum,LT50nao_sum
1990,San Diego County,Chula Vista,7,313,850,1651,4665,8,68,527,178,262,1446,105,43,38,127,46,12,17,22,19,47,1063,588,1075,576,4,13,1567,308,423,7,425,1098,817,1184,1566
1990,San Diego County,Coronado,0,13,53,149,595,0,2,35,25,15,71,2,0,1,10,0,0,1,0,1,2,62,87,101,48,0,0,23,250,74,6,63,203,121,210,61
1990,San Diego County,El Cajon,2,169,407,1192,2928,2,141,314,203,639,1163,30,20,22,97,38,2,6,21,12,22,628,564,588,604,0,1,840,280,466,4,248,624,518,761,1025
1990,San Diego County,Escondido,4,246,644,1845,4980,1,98,424,179,233,1217,51,39,19,137,72,11,13,20,10,28,1118,727,1167,678,0,3,1202,572,685,21,370,1255,955,1405,1365
1990,San Diego County,La Mesa,1,100,172,716,1888,0,24,109,68,37,388,40,9,10,41,32,7,7,8,6,11,451,265,408,308,0,2,433,97,299,2,161,444,411,414,619
1990,San Diego County,National City,6,306,401,869,2171,6,85,195,129,154,721,79,41,23,163,53,5,29,14,6,48,571,298,525,344,3,9,650,94,319,2,151,527,383,561,700
1990,San Diego County,Oceanside,11,363,993,1889,4238,6,99,637,218,134,911,77,51,55,180,56,12,15,23,5,48,1065,824,1312,577,3,8,867,273,598,10,572,983,806,973,1476
1990,San Diego County,San Diego,135,4331,7142,16691,48581,63,1361,5205,1834,2159,7500,1174,666,397,2094,521,51,117,296,169,709,4367,12324,11352,5339,50,91,6240,3142,6303,111,3067,16868,11000,10862,9851
1990,San Diego County,CSU San Diego,0,6,12,65,1007,0,0,4,7,10,102,4,1,0,1,4,0,0,0,0,0,35,30,23,42,1,1,50,102,294,44,84,166,169,344,328
1990,San Diego County,Santa Fe Railroad San Diego,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2
1990,San Diego County,Colorado DPR,1,0,0,1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16,0,6,6,4
1990,San Diego County,Frontera DPR,0,0,0,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,6,6,3,0,59,43,14,15,5
1990,San Diego County,Ocotillo Wells DPR,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0
1990,San Diego County,San Diego Coast DPR,0,0,4,3,146,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,1,23,1,3,91,25,26,55,40
1990,San Diego County,Montane DPR,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2
1990,San Diego County,UC San Diego,0,7,2,95,718,0,0,4,5,13,28,4,0,0,3,0,0,1,1,0,4,33,62,26,69,0,0,1,140,247,7,58,132,123,225,238
1990,San Diego County,San Diego State Police,0,1,2,27,61,0,0,1,2,3,2,0,0,0,1,0,0,0,1,0,0,25,2,2,25,0,0,0,2,23,2,27,21,6,16,18
1990,San Diego County,CA Highway Patrol - San Diego,0,0,1,0,32,0,0,1,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1990,San Francisco County,San Francisco,101,7053,4815,10618,35583,67,1476,1874,1261,1023,6056,1336,713,419,4585,426,30,140,215,198,831,5791,4827,4863,5755,2004,788,5265,1137,3889,393,3502,7575,3728,3340,20940
1990,San Francisco County,CSU San Francisco,0,3,4,38,412,0,0,2,5,11,32,0,0,0,3,0,0,0,0,0,0,13,25,7,31,0,1,9,21,150,4,58,83,82,137,110
1990,San Francisco County,San Francisco BART,0,32,7,0,203,0,5,1,0,1,21,2,5,3,22,0,0,0,0,0,32,0,0,0,0,63,86,0,4,0,1,41,20,17,52,114
1990,San Francisco County,Santa Fe Railroad San Francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,San Francisco County,San Francisco SP RR,0,0,4,9,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,9,1,0,0,6,4,0,8,4,4,5,6
1990,San Francisco County,San Francisco DPR,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,5,0,0,0,0,0,0,0,1,0,1,0
1990,San Francisco County,UC San Francisco,0,7,16,47,439,0,0,2,3,14,4,0,0,0,7,2,0,0,0,0,0,39,8,2,45,6,0,1,25,325,2,29,98,63,119,159
1990,San Francisco County,San Francisco State Police,0,19,55,32,123,0,14,45,10,1,23,1,0,1,17,2,0,0,0,1,14,22,10,3,29,5,5,1,2,69,8,24,18,25,36,44
1990,San Francisco County,CA Highway Patrol - San Francisco,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1990,San Joaquin County,San Joaquin Co. Sheriff's Department,22,172,342,2363,2920,18,36,129,136,0,253,53,16,29,74,26,11,11,25,5,32,1653,710,1380,983,7,13,407,243,263,317,1152,816,455,567,1082
1990,San Joaquin County,Escalon,0,2,34,32,101,0,2,31,6,4,16,0,2,0,0,1,0,0,1,0,0,16,16,14,18,1,1,8,17,13,0,27,25,21,33,22
1990,San Joaquin County,Lodi,2,59,179,522,2566,2,11,88,33,7,566,19,11,2,27,5,2,9,2,4,17,332,190,317,205,0,3,554,393,191,6,468,509,356,711,990
1990,San Joaquin County,Manteca,1,32,119,560,1988,1,11,54,159,40,608,13,3,2,14,9,0,3,1,3,11,379,181,291,269,0,4,383,369,264,7,286,406,345,568,669
1990,San Joaquin County,Ripon,0,3,14,92,183,0,0,8,9,5,29,2,0,0,1,0,1,0,1,0,1,38,54,61,31,0,1,11,49,14,3,59,38,26,67,52
1990,San Joaquin County,Stockton,51,1305,1103,5070,13037,38,322,385,435,392,2527,514,152,71,568,172,6,36,124,40,6,3705,1365,3671,1399,32,178,2643,589,529,53,1704,1668,1592,4337,5440
1990,San Joaquin County,Tracy,2,32,156,308,1031,2,17,95,67,26,198,7,7,2,16,4,1,7,6,1,9,200,108,149,159,1,1,173,148,175,3,206,261,134,315,321
1990,San Joaquin County,Santa Fe Railroad San Joaquin,0,0,3,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,2,0,0,3,1
1990,San Joaquin County,San Joaquin SP RR,0,0,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,2,1,1,0,0
1990,San Joaquin County,San Joaquin UP RR,0,0,0,120,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,120,0,0,0,0,1,0,5,6,1,3,0
1990,San Joaquin County,Stockton Developmental Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,San Joaquin County,San Joaquin State Police,0,1,1,15,52,0,1,0,1,2,4,0,0,0,1,0,0,0,0,0,1,14,1,0,15,0,0,0,0,4,0,20,5,4,21,22
1990,San Joaquin County,CA Highway Patrol - San Joaquin,0,0,0,0,81,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
1990,San Luis Obispo County,San Luis Obispo Co. Sheriff's Department,5,15,198,459,929,2,4,118,79,2,215,5,5,0,5,0,1,3,6,0,0,291,168,338,121,0,0,71,69,207,23,209,303,164,247,215
1990,San Luis Obispo County,Arroyo Grande,0,9,48,108,418,0,5,27,17,9,66,1,0,1,7,0,0,1,0,1,7,62,46,57,51,0,1,85,53,16,3,118,86,87,120,125
1990,San Luis Obispo County,Grover Beach,0,7,41,156,203,0,5,36,26,10,38,3,0,0,4,0,0,1,2,0,3,113,43,89,67,0,6,23,30,35,0,34,45,34,46,78
1990,San Luis Obispo County,Morro Bay,0,9,21,61,287,0,3,17,11,8,40,2,2,1,4,3,0,0,0,0,4,36,25,26,35,1,1,40,27,56,1,66,50,52,86,99
1990,San Luis Obispo County,Paso Robles,1,13,106,239,521,1,12,105,172,53,406,1,4,1,7,0,0,5,1,0,7,154,85,139,100,3,6,159,71,53,1,62,102,83,138,198
1990,San Luis Obispo County,Pismo Beach,1,10,26,101,330,1,1,14,5,2,29,3,2,0,5,0,2,3,0,0,5,62,39,41,60,0,1,42,31,42,6,62,85,34,65,146
1990,San Luis Obispo County,San Luis Obispo,1,23,94,381,1324,0,9,62,84,32,323,10,1,2,10,9,0,2,2,2,7,209,172,202,179,2,1,314,203,190,24,190,294,255,353,422
1990,San Luis Obispo County,Cal Poly San Luis Obispo,0,0,1,50,502,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,36,14,10,40,0,0,3,93,90,7,71,80,107,147,168
1990,San Luis Obispo County,Atascadero,0,9,75,222,561,0,4,47,50,15,165,1,3,0,5,0,1,2,1,0,5,126,96,123,99,1,4,171,73,70,6,114,100,96,141,224
1990,San Luis Obispo County,San Luis Obispo SP RR,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
1990,San Luis Obispo County,San Simeon DPR,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,27,4,9,16,11
1990,San Luis Obispo County,San Luis Obispo Coast DPR,0,0,4,0,94,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,72,18,13,26,37
1990,San Luis Obispo County,Oceano Dunes DPR,0,0,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,17,11,18,6
1997,San Luis Obispo County,Atascadero State Hospital,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,San Luis Obispo County,CA Highway Patrol - San Luis Obispo,0,0,12,0,36,0,0,4,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
1990,San Mateo County,San Mateo Co. Sheriff's Department,8,44,88,1024,1738,0,5,38,13,393,23,12,6,4,22,6,4,22,0,0,0,911,113,314,710,178,204,22,89,660,12,411,959,269,349,161
1990,San Mateo County,Atherton,0,3,29,57,119,0,1,16,0,0,7,0,0,1,2,1,0,0,0,1,1,50,7,31,26,1,5,0,41,27,0,28,49,26,35,9
1990,San Mateo County,Belmont,0,15,26,86,468,0,8,23,8,34,64,7,2,0,6,0,0,5,2,1,7,44,42,55,31,2,1,42,29,64,3,92,140,89,94,145
1990,San Mateo County,Brisbane,0,2,9,52,65,0,1,6,7,0,4,1,0,0,1,0,0,0,0,0,0,36,16,16,36,0,0,0,4,14,0,16,21,20,12,12
1990,San Mateo County,Burlingame,0,29,42,210,952,0,4,20,14,7,65,3,4,4,18,3,1,0,3,0,12,110,100,114,96,13,4,94,91,128,20,143,294,147,153,358
1990,San Mateo County,Colma,0,9,37,26,490,0,2,4,7,4,250,3,1,0,5,4,0,0,0,0,1,3,23,1,25,14,0,336,0,37,0,18,91,77,181,141
1990,San Mateo County,Daly City,5,129,224,288,2032,5,31,187,39,49,875,37,14,3,75,14,1,7,8,2,11,179,109,168,120,28,76,736,35,199,28,90,486,271,670,605
1990,San Mateo County,Half Moon Bay,0,2,26,32,199,0,1,17,9,4,49,0,0,0,2,0,1,0,1,0,0,13,19,12,20,2,1,46,28,25,3,28,44,43,46,66
1990,San Mateo County,Hillsborough,0,2,7,24,90,0,0,4,4,1,15,1,0,1,0,0,0,0,2,0,0,17,7,23,1,0,0,0,7,1,0,42,67,11,6,6
1990,San Mateo County,Menlo Park,1,67,88,239,914,0,15,68,39,15,107,22,3,5,37,6,2,1,8,1,10,145,94,176,63,3,2,96,152,101,4,157,259,179,247,229
1990,San Mateo County,Millbrae,0,25,33,109,511,0,10,13,40,26,117,13,3,0,9,11,0,1,0,3,2,46,63,58,51,6,5,111,42,38,4,37,135,103,124,149
1990,San Mateo County,Pacifica,0,24,62,201,581,0,15,58,49,25,110,5,2,1,16,3,1,2,2,0,6,125,76,99,102,0,1,56,60,54,1,148,125,82,161,213
1990,San Mateo County,Redwood City,2,111,397,570,2123,2,46,259,60,54,700,28,7,13,63,10,5,9,2,3,58,445,125,343,227,2,6,612,178,267,12,331,510,299,555,759
1990,San Mateo County,San Bruno,1,59,46,210,1476,0,7,21,22,74,608,10,4,2,43,7,2,4,0,0,7,134,76,146,64,5,4,650,35,137,2,95,324,185,401,566
1990,San Mateo County,San Carlos,1,10,38,135,533,1,7,31,33,18,61,6,1,0,3,3,0,1,2,2,1,73,62,80,55,2,4,51,74,74,2,54,157,136,114,126
1990,San Mateo County,San Mateo,1,89,257,392,3058,1,9,140,16,31,731,31,7,5,46,18,1,2,4,4,10,240,152,243,149,2,4,779,322,246,12,366,780,504,692,1082
1990,San Mateo County,South San Francisco,1,75,137,327,1645,1,13,73,64,21,144,19,9,8,39,9,1,10,4,3,11,213,114,197,130,5,3,157,56,295,27,186,452,298,319,576
1990,San Mateo County,Broadmoor,0,10,6,16,136,0,2,5,3,5,64,0,3,1,6,0,0,2,1,0,5,8,8,14,2,2,3,62,1,11,3,15,26,17,32,61
1990,San Mateo County,Foster City,1,2,93,110,638,0,0,57,23,5,73,0,0,1,1,0,0,0,2,0,0,50,60,64,46,0,2,49,121,115,0,78,216,116,126,180
1990,San Mateo County,San Mateo BART,0,11,2,0,200,0,2,1,0,9,17,0,1,0,10,0,0,0,0,0,11,0,0,0,0,1,11,1,5,1,0,11,49,20,37,94
1990,San Mateo County,Union Pacific RR - San Mateo,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1990,San Mateo County,Bay Area DPR,0,0,2,1,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,14,12,10,8,8
1990,San Mateo County,East Palo Alto,22,193,250,241,382,5,21,46,8,28,3,51,18,16,108,4,7,10,22,0,6,216,25,195,46,10,8,5,46,45,1,30,152,97,85,48
1990,San Mateo County,San Mateo State Police,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,4,0,0,2,1,2,1
1990,San Mateo County,CA Highway Patrol - San Mateo,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Santa Barbara County,Santa Barbara Co. Sheriff's Department,2,30,332,1573,2134,0,13,192,124,16,269,10,0,10,10,6,1,2,1,4,15,952,621,776,797,18,17,239,580,42,8,890,636,449,555,494
1990,Santa Barbara County,Guadalupe,1,4,32,37,93,1,1,29,7,4,13,0,1,0,3,1,0,0,0,0,0,25,12,27,10,0,1,3,25,8,2,13,9,17,29,38
1990,Santa Barbara County,Lompoc,1,34,134,343,1334,1,18,121,42,20,270,2,7,3,22,5,0,2,4,0,3,194,149,280,63,15,7,275,354,139,18,112,175,296,438,425
1990,Santa Barbara County,Santa Barbara,5,130,465,1087,3030,2,27,284,155,31,615,26,25,23,56,11,4,7,8,9,80,605,482,627,460,12,8,617,501,249,12,549,898,695,573,864
1990,Santa Barbara County,Santa Maria,2,92,249,874,2923,2,21,136,66,32,804,19,10,9,54,8,4,6,4,2,24,607,267,695,179,8,3,877,314,143,15,462,462,504,716,1241
1990,Santa Barbara County,Carpinteria,0,10,31,118,305,0,7,27,23,14,60,4,1,0,5,4,0,1,2,0,2,58,60,70,48,0,0,36,123,32,4,30,82,77,79,67
1990,Santa Barbara County,Union Pacific RR - Santa Barbara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Santa Barbara County,Gaviota DPR,0,0,7,5,35,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0,1,0,0,0,0,30,4,8,14,9
1990,Santa Barbara County,La Purisma Mission DPR,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
1990,Santa Barbara County,Solvang,0,0,4,27,69,0,0,2,7,3,18,0,0,0,0,0,0,0,0,0,0,11,16,6,21,0,0,13,13,6,1,31,21,13,19,16
1990,Santa Barbara County,UC Santa Barbara,0,1,2,58,569,0,1,1,3,6,165,0,0,0,1,0,0,0,0,0,1,16,42,14,44,0,0,0,334,115,1,12,87,120,245,117
1990,Santa Barbara County,Santa Barbara State Police,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Santa Barbara County,CA Highway Patrol - Santa Barbara,0,0,6,0,59,0,0,6,0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,58
1990,Santa Clara County,Santa Clara Co. Sheriff's Department,5,31,368,798,1711,3,18,303,147,19,257,8,3,4,16,3,0,1,11,0,10,386,412,532,266,53,7,90,547,202,6,247,517,436,358,400
1990,Santa Clara County,Campbell,0,29,143,265,1203,0,9,130,58,40,388,17,3,0,9,2,3,11,1,1,2,210,55,136,129,1,4,317,91,172,9,126,369,201,260,373
1990,Santa Clara County,Cupertino,0,16,64,275,1263,0,7,57,31,20,583,8,3,3,2,3,0,4,1,0,8,145,130,121,154,31,5,592,112,98,7,89,301,198,355,409
1990,Santa Clara County,Gilroy,1,34,229,429,1083,1,3,138,59,24,281,6,7,1,20,5,2,6,3,1,14,279,150,261,168,4,22,283,164,87,4,98,279,212,272,320
1990,Santa Clara County,Los Altos,0,6,33,133,312,0,1,25,9,14,33,3,0,1,2,0,0,1,1,1,3,80,53,77,56,1,1,24,47,60,2,37,125,68,67,52
1990,Santa Clara County,Los Altos Hills,0,0,9,28,47,0,0,7,3,3,5,0,0,0,0,0,0,0,0,0,0,7,21,24,4,2,0,0,1,8,0,12,23,9,10,5
1990,Santa Clara County,Los Gatos,1,13,47,209,672,1,2,37,21,20,95,8,2,0,3,2,1,0,1,5,0,119,90,120,89,0,0,64,103,205,2,43,253,128,128,163
1990,Santa Clara County,Milpitas,0,61,96,379,1549,0,18,57,36,18,321,25,6,3,27,14,5,7,1,3,6,256,123,204,175,12,49,342,87,115,17,380,466,197,365,521
1990,Santa Clara County,Monte Sereno,0,1,1,9,17,0,0,1,2,0,3,1,0,0,0,0,0,0,1,0,0,2,7,7,2,0,0,0,2,2,1,7,11,0,5,1
1990,Santa Clara County,Morgan Hill,0,19,70,364,654,0,7,45,67,29,179,7,4,0,8,3,2,7,0,2,5,186,178,133,231,3,14,179,81,92,4,82,118,104,132,300
1990,Santa Clara County,Mountain View,4,81,196,425,2635,1,31,134,31,43,686,32,5,7,37,19,4,8,8,3,6,278,147,242,183,4,1,676,263,50,10,536,430,514,767,924
1990,Santa Clara County,Palo Alto,0,66,74,362,2357,0,21,59,71,61,394,18,4,0,44,7,0,2,2,2,2,192,170,206,156,1,7,346,434,9,5,605,617,585,558,597
1990,Santa Clara County,San Jose,35,1034,3213,5752,23435,21,340,1716,388,469,4961,291,160,90,493,216,36,27,85,37,187,4536,1216,4021,1731,33,109,5661,1592,3685,112,1287,3200,3055,6500,10680
1990,Santa Clara County,Santa Clara,9,76,283,723,3930,6,23,97,116,31,821,27,15,8,26,24,2,4,3,1,33,442,281,319,404,4,30,797,381,449,28,696,1334,649,847,1100
1990,Santa Clara County,Saratoga,0,3,28,159,239,0,0,20,19,5,57,2,0,1,0,2,0,0,0,0,0,93,66,100,59,9,1,16,34,55,1,56,72,50,51,66
1990,Santa Clara County,Sunnyvale,2,80,135,499,2783,1,39,101,169,82,306,31,6,5,38,20,3,6,8,9,2,374,125,273,226,1,8,346,260,206,17,621,473,392,622,1296
1990,Santa Clara County,CSU San Jose,0,11,1,57,427,0,7,0,1,0,20,0,0,0,11,0,0,0,0,0,11,21,36,7,50,0,0,8,140,113,9,16,91,118,170,48
1990,Santa Clara County,Santa Clara SP RR,0,0,4,6,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,2,0,1,0,0,3,0
1990,Santa Clara County,San Jose Community College,0,0,2,0,84,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,26,5,17,20,19,24,21
1990,Santa Clara County,West Valley College District,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,4,22,1,10,28,10,30,15
1998,San Luis Obispo County,Atascadero State Hospital,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Santa Clara County,Santa Clara UP RR,0,0,0,2,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,14,1,0,0
1990,Santa Clara County,Foothill College,0,0,0,16,107,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,9,7,0,16,0,0,0,7,29,1,10,15,10,36,46
1990,Santa Clara County,Santa Clara State Police,0,0,6,17,17,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,17,0,4,13,0,0,0,0,8,1,3,2,3,3,9
1990,Santa Clara County,CA Highway Patrol - Santa Clara,0,0,2,0,12,0,0,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1990,Santa Cruz County,Santa Cruz Co. Sheriff's Department,4,51,279,1193,2224,4,11,151,106,5,439,12,10,6,23,0,4,3,8,1,6,666,527,877,316,1,20,422,265,325,13,221,762,415,419,628
1990,Santa Cruz County,Capitola,1,15,55,108,946,1,3,39,21,4,409,4,2,1,8,4,2,0,1,2,6,66,42,46,62,4,4,461,106,69,3,67,224,135,218,369
1990,Santa Cruz County,Santa Cruz,0,102,207,910,2883,0,25,104,70,71,527,18,16,5,63,16,7,2,4,4,0,534,376,635,275,5,15,601,592,272,18,270,658,570,624,1031
1990,Santa Cruz County,Watsonville,6,82,171,492,1858,0,19,70,32,0,338,10,12,12,48,1,2,4,6,1,8,342,150,275,217,4,8,359,156,114,3,187,382,348,400,728
1990,Santa Cruz County,Scotts Valley,0,7,18,115,295,0,2,15,22,1,67,2,1,2,2,1,3,0,0,0,3,62,53,70,45,1,4,38,17,98,3,53,63,39,49,144
1990,Santa Cruz County,Cabrillo College,0,0,2,28,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,28,0,0,0,8,15,0,7,7,7,13,6
1990,Santa Cruz County,Union Pacific RR - Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Santa Cruz County,Pajaro Coast DPR,0,1,2,2,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,1,2,0,3,5,0,26,28,9,17,11
1990,Santa Cruz County,Santa Cruz Mtns. DPR,0,1,2,10,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7,3,0,10,0,0,0,0,0,0,11,1,1,5,7
1990,Santa Cruz County,UC Santa Cruz,0,2,8,112,262,0,0,4,11,0,8,2,0,0,0,2,0,0,0,0,0,15,97,69,43,0,0,0,57,89,1,28,45,63,88,66
1990,Santa Cruz County,CA Highway Patrol - Santa Cruz,0,0,0,0,66,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,65
1990,Shasta County,Shasta Co. Sheriff's Department,3,22,123,783,1038,3,18,88,203,12,318,5,5,0,12,0,0,4,5,0,3,435,348,509,274,1,0,146,73,207,2,297,349,138,251,300
1990,Shasta County,Anderson,0,7,44,148,456,0,1,35,46,41,106,4,1,0,2,1,0,1,2,0,2,96,52,65,83,0,0,76,68,117,2,18,65,63,138,190
1990,Shasta County,Redding,3,94,232,994,2670,2,25,112,149,44,1012,24,18,11,41,9,9,11,10,3,22,722,272,525,469,2,4,959,174,244,6,364,603,303,453,1311
1990,Shasta County,Union Pacific RR - Shasta,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,2,1,0,2
1990,Shasta County,Cascade DPR,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,3,6,5
1990,Shasta County,Shasta State Police,0,0,2,12,11,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0,4,8,0,0,0,1,3,1,5,5,2,2,2
1990,Shasta County,CA Highway Patrol - Shasta,0,0,1,0,26,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1990,Sierra County,Sierra Co. Sheriff's Department,0,0,19,34,55,0,0,17,6,4,10,0,0,0,0,0,0,0,0,0,0,23,11,15,19,0,0,2,2,5,0,37,20,8,13,14
1990,Sierra County,Union Pacific RR - Sierra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Sierra County,CA Highway Patrol - Sierra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Siskiyou County,Siskiyou Co. Sheriff's Department,3,1,57,214,251,5,1,40,44,0,39,1,0,0,0,0,0,1,0,0,0,114,100,152,62,0,0,15,13,60,1,75,83,51,74,43
1990,Siskiyou County,Dorris,0,0,5,9,4,0,0,4,2,1,2,0,0,0,0,0,0,0,0,0,0,2,7,7,2,0,0,1,1,0,0,0,1,1,0,2
1990,Siskiyou County,Dunsmuir,0,1,11,15,33,0,1,8,1,2,14,1,0,0,0,0,1,0,0,0,0,11,4,10,5,0,0,8,1,4,2,10,2,6,11,14
1990,Siskiyou County,Etna,0,0,5,1,3,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,0,0,1
1990,Siskiyou County,Mount Shasta,0,0,25,19,230,0,0,6,3,4,49,0,0,0,0,0,0,0,0,0,0,10,9,3,16,0,0,15,11,29,2,147,19,15,80,116
1990,Siskiyou County,Weed,0,2,0,24,104,0,2,0,5,0,0,0,0,0,2,0,0,0,0,0,2,23,1,18,6,0,0,53,6,2,2,24,6,14,25,59
1990,Siskiyou County,Yreka,0,3,19,53,361,0,2,19,13,10,134,1,0,0,2,0,0,1,1,0,1,37,16,18,35,0,0,75,31,65,6,101,38,45,109,169
