Year,County,NCICCode,Homicide_sum,Robbery_sum,AggAssault_sum,Burglary_sum,LTtotal_sum
2018,Napa County,Napa State Hospital,0,2,256,0,6
2018,Napa County,American Canyon,0,13,35,54,311
2018,Napa County,Yountville,0,0,1,5,28
2018,Napa County,CA Highway Patrol - Napa,0,0,0,0,6
2018,Nevada County,Nevada Co. Sheriff's Department,2,5,127,211,205
2018,Nevada County,Grass Valley,0,14,55,81,386
2018,Nevada County,Nevada City,0,2,8,21,72
2018,Nevada County,Union Pacific RR - Nevada,0,0,0,0,0
2018,Nevada County,Truckee,0,3,12,42,85
2018,Nevada County,CA Highway Patrol - Nevada,0,0,0,2,13
2018,Orange County,Orange Co. Sheriff's Department,1,17,256,197,747
2018,Orange County,Anaheim,7,407,636,1408,5921
2018,Orange County,Brea,1,29,46,159,1068
2018,Orange County,Buena Park,0,74,166,265,1977
2018,Orange County,Costa Mesa,3,110,156,515,2975
2018,Orange County,Cypress,0,25,19,146,478
2018,Orange County,La Palma,0,5,15,84,227
2018,Orange County,Fountain Valley,0,21,30,194,1185
2018,Orange County,Fullerton,3,107,156,329,2856
2018,Orange County,Garden Grove,4,163,286,613,2815
2018,Orange County,Huntington Beach,1,106,239,525,3158
2018,Orange County,Laguna Beach,0,9,76,60,340
2018,Orange County,La Habra,1,45,60,190,800
2018,Orange County,Los Alamitos,0,3,4,54,78
2018,Orange County,Newport Beach,1,29,63,397,1513
2018,Orange County,Orange,3,73,72,478,1700
2018,Orange County,Placentia,0,20,90,243,548
2018,Orange County,San Clemente,0,28,77,140,697
2018,Orange County,San Juan Capistrano,0,12,63,96,215
2018,Orange County,Santa Ana,21,499,821,910,3931
2018,Orange County,Seal Beach,0,20,10,70,493
2018,Orange County,Stanton,0,42,83,94,401
2018,Orange County,Tustin,0,49,58,243,1506
2018,Orange County,Villa Park,0,0,0,21,34
2018,Orange County,Westminster,2,117,141,425,1739
2018,Orange County,Yorba Linda,0,12,26,185,561
2018,Orange County,Irvine,0,53,67,621,2840
2018,Orange County,CSU Fullerton,0,0,2,7,175
2018,Orange County,Union Pacific RR - Orange,0,0,1,1,1
2018,Sacramento County,Gold Fields DPR,0,0,0,0,49
2018,Orange County,Fairview Developmental Center,0,0,0,0,0
2018,Orange County,Mission Viejo,0,24,84,157,702
2018,Orange County,Dana Point,0,13,49,73,395
2018,Orange County,Laguna Niguel,0,21,58,104,480
2018,Orange County,Laguna Hills,0,15,35,97,277
2018,Orange County,Lake Forest,1,36,108,139,510
2018,Orange County,Laguna Woods,0,2,7,11,84
2018,Orange County,Rancho Santa Margarita,0,6,37,43,261
2018,Orange County,Aliso Viejo,0,10,22,66,348
2018,Orange County,Irvine Valley College,0,0,0,0,17
2018,Orange County,UC Irvine,0,1,7,42,395
2018,Orange County,CA Highway Patrol - Orange,0,0,7,1,47
2018,Placer County,Placer Co. Sheriff's Department,1,31,164,353,878
2018,Placer County,Auburn,0,9,60,51,123
2018,Placer County,Lincoln,0,12,10,83,291
2018,Placer County,Rocklin,0,16,23,172,699
2018,Placer County,Roseville,3,133,135,428,2543
2018,San Benito County,Hollister Hills DPR,0,0,0,0,0
2018,Placer County,Union Pacific RR - Placer,0,0,0,1,6
2018,Placer County,CA Highway Patrol - Placer,0,0,7,1,65
2018,Plumas County,Plumas Co. Sheriff's Department,0,4,112,139,165
2018,Plumas County,Union Pacific RR - Plumas,0,0,0,0,1
2018,Plumas County,CA Highway Patrol - Plumas,0,0,0,0,11
2018,Riverside County,Riverside Co. Sheriff's Department,16,167,601,1507,4578
2018,Riverside County,Banning,6,28,84,191,217
2018,Riverside County,Beaumont,1,24,166,163,570
2018,Riverside County,Blythe,1,23,41,213,440
2018,Riverside County,Coachella,1,40,58,123,766
2018,Riverside County,Desert Hot Springs,3,56,228,292,179
2018,Riverside County,Hemet,7,144,256,574,1754
2018,Riverside County,Indio,2,112,334,405,1362
2018,Riverside County,Norco,0,19,40,123,442
2018,Riverside County,Palm Springs,3,81,155,522,1281
2018,Riverside County,Perris,5,78,124,248,1036
2018,Riverside County,Riverside,14,543,979,1470,6911
2018,Riverside County,San Jacinto,2,70,59,287,935
2018,Riverside County,Corona,6,119,92,488,2185
2018,Riverside County,Indian Wells,0,0,1,28,90
2018,Riverside County,Rancho Mirage,0,5,19,133,513
2018,Riverside County,Palm Desert,0,21,64,329,1530
2018,Riverside County,Union Pacific RR - Riverside,0,0,0,6,12
2018,Ventura County,Hungry Valley DPR,0,0,1,2,0
2018,Riverside County,Cathedral City,2,39,109,188,283
2018,Riverside County,Lake Elsinore,2,55,102,258,1329
2018,Riverside County,La Quinta,1,20,20,174,896
2018,Riverside County,Moreno Valley,9,293,443,1101,3854
2018,Riverside County,Temecula,0,60,75,429,1964
2018,Riverside County,Calimesa,0,3,9,36,129
2018,Riverside County,Canyon Lake,0,0,9,22,56
2018,Riverside County,Murrieta,2,35,39,234,952
2018,Riverside County,Riverside Community College,0,0,0,1,31
2018,Riverside County,Wildomar,1,19,28,136,456
2018,Riverside County,Menifee,3,46,97,331,1282
2018,Riverside County,Eastvale,1,29,28,147,678
2018,Riverside County,UC Riverside,0,2,8,16,221
2018,Riverside County,CA Highway Patrol - Riverside,0,0,11,3,39
2018,Riverside County,Jurupa Valley,6,84,231,399,1548
2018,Riverside County,Mount San Jacinto Community College,0,1,0,7,17
2018,Sacramento County,Sacramento Co. Sheriff's Department,28,617,1511,2119,5586
2018,Sacramento County,Folsom,1,29,35,245,918
2018,Sacramento County,Galt,0,21,64,66,347
2018,Sacramento County,Isleton,0,0,0,14,9
2018,Sacramento County,Sacramento,36,1052,2139,2751,9783
2018,Sacramento County,CSU Sacramento,0,3,2,16,130
2018,Sacramento County,Elk Grove,1,93,280,321,1859
2018,Riverside County,Inland Empire DPR,0,0,0,1,0
2018,Sacramento County,Twin Rivers Unified School,0,3,14,53,21
2018,Sacramento County,CA State Fair,0,2,4,38,28
2018,Marin County,Marin DPR,0,0,0,2,6
2018,Monterey County,Monterey DPR,0,0,0,15,26
2018,Sacramento County,Union Pacific RR - Sacramento,0,0,0,0,3
2018,Sacramento County,Rancho Cordova,3,74,169,257,934
2018,Sacramento County,Citrus Heights,1,86,190,410,1739
2018,Sacramento County,UC Med Center Sacramento,0,0,3,3,122
2018,Sacramento County,CA Highway Patrol - Sacramento,1,1,7,6,1344
2018,San Benito County,San Benito Co. Sheriff's Department,0,8,39,62,83
2018,San Benito County,Hollister,1,16,68,62,334
2018,San Benito County,Union Pacific RR - San Benito,0,0,0,0,0
2018,Butte County,Northern Buttes DPR,0,0,0,0,12
2018,San Benito County,CA Highway Patrol - San Benito,0,0,0,0,5
2018,San Bernardino County,San Bernardino Co. Sheriff's Department,13,179,723,1357,2329
2018,San Bernardino County,Barstow,2,96,173,348,584
2018,San Bernardino County,Chino,1,67,166,407,1508
2018,San Bernardino County,Colton,11,77,85,324,851
2018,San Bernardino County,Fontana,8,195,443,542,1773
2018,San Bernardino County,Montclair,1,72,129,337,990
2018,San Bernardino County,Needles,0,2,51,74,99
2018,San Bernardino County,Ontario,6,231,327,723,2858
2018,San Bernardino County,Redlands,5,82,113,326,1842
2018,San Bernardino County,Rialto,5,195,298,544,1850
2018,San Bernardino County,San Bernardino,49,974,1730,2226,4594
2018,San Bernardino County,Upland,2,109,166,500,1297
2018,San Bernardino County,Victorville,9,258,479,631,1386
2018,San Bernardino County,Adelanto,0,40,174,175,336
2018,San Bernardino County,CSU San Bernardino,0,1,0,8,89
2018,San Bernardino County,Rancho Cucamonga,1,112,126,625,2831
2018,San Bernardino County,Big Bear,1,3,28,44,109
2018,San Bernardino County,Grand Terrace,0,17,14,55,166
2018,San Bernardino County,Loma Linda,0,10,23,125,385
2018,San Bernardino County,San Bernardino Unified School,0,39,2,103,122
2018,San Bernardino County,Chaffey College,0,0,0,1,27
2018,San Bernardino County,Highland,1,62,138,242,636
2018,San Bernardino County,Twentynine Palms,1,16,48,111,136
2018,San Bernardino County,Hesperia,2,126,246,444,1228
2018,San Bernardino County,Apple Valley,5,55,150,279,917
2018,San Bernardino County,Yucaipa,0,29,60,160,473
2018,San Bernardino County,San Bernardino College,0,0,1,3,64
2018,San Bernardino County,Chino Hills,1,17,51,242,747
2018,San Bernardino County,Yucca Valley,2,21,54,83,204
2018,San Bernardino County,Fontana Unified School,0,3,23,23,28
2018,San Bernardino County,Union Pacific RR - San Bernardino,0,0,0,18,10
2018,San Bernardino County,Patton State Hospital,0,0,358,2,1
2018,Humboldt County,Northern Coast Redwoods DPR,0,0,0,2,23
2018,San Bernardino County,CA Highway Patrol - San Bernardino,0,2,42,6,70
2018,San Diego County,San Diego Co. Sheriff's Department,13,225,1171,950,2768
2018,San Diego County,Carlsbad,1,52,151,299,1649
2018,San Diego County,Chula Vista,6,256,494,585,2338
2018,San Diego County,Coronado,0,3,13,32,262
2018,San Diego County,Del Mar,0,2,9,26,78
2018,San Diego County,El Cajon,5,191,288,353,1544
2018,San Diego County,Escondido,4,159,308,357,1891
2018,San Diego County,Imperial Beach,0,18,58,63,201
2018,San Diego County,La Mesa,1,67,79,157,760
2018,San Diego County,National City,2,101,181,127,748
2018,San Diego County,Oceanside,9,158,433,526,2845
2018,San Diego County,San Diego,35,1439,3281,3752,18482
2018,San Diego County,San Marcos,0,61,123,167,740
2018,San Diego County,Vista,5,104,189,266,926
2018,San Diego County,CSU San Diego,0,5,6,36,415
2018,San Diego County,San Diego Harbor,0,10,39,43,351
2018,San Luis Obispo County,Oceano Dunes DPR,0,1,6,0,50
2018,San Diego County,Ocotillo Wells DPR,0,0,0,0,0
2018,Orange County,Orange Coast DPR,0,0,0,82,31
2018,San Diego County,CSU San Marcos,0,1,0,2,27
2018,San Diego County,UC San Diego,0,2,9,36,426
2018,San Diego County,CA Highway Patrol - San Diego,0,0,31,2,52
2018,San Diego County,Lemon Grove,2,52,95,67,309
2018,San Diego County,Santee,0,31,65,113,701
2018,San Diego County,Poway,1,10,43,92,380
2018,San Diego County,Encinitas,0,21,77,145,567
2018,San Diego County,Solana Beach,1,3,17,62,123
2018,San Francisco County,San Francisco,46,3165,2579,5322,39675
2018,San Francisco County,CSU San Francisco,0,3,2,26,170
2018,San Francisco County,San Francisco BART,0,97,18,6,473
2018,San Francisco County,Union Pacific RR - San Francisco,0,0,0,0,0
2018,San Francisco County,UC San Francisco,0,2,15,35,378
2018,San Francisco County,CA Highway Patrol - San Francisco,1,0,4,0,19
2018,San Joaquin County,San Joaquin Co. Sheriff's Department,6,179,543,779,1823
2018,San Joaquin County,Escalon,0,3,16,25,87
2018,San Joaquin County,Lodi,9,88,168,359,1000
2018,San Joaquin County,Manteca,0,97,141,386,1522
2018,San Joaquin County,Ripon,0,5,2,27,184
2018,San Joaquin County,Stockton,33,1205,2952,2329,7417
2018,San Joaquin County,Tracy,4,61,103,261,1772
2018,San Joaquin County,Stockton Unified School,0,18,27,48,125
2018,San Joaquin County,Union Pacific RR - San Joaquin,0,0,0,17,39
2018,San Joaquin County,CA Highway Patrol - San Joaquin,0,0,2,0,194
2018,San Luis Obispo County,San Luis Obispo Co. Sheriff's Department,1,7,84,394,670
2018,San Luis Obispo County,Arroyo Grande,0,3,18,37,225
2018,San Luis Obispo County,Grover Beach,1,4,18,45,180
2018,San Luis Obispo County,Morro Bay,0,4,29,16,113
2018,San Luis Obispo County,Paso Robles,0,7,23,133,610
2018,San Luis Obispo County,Pismo Beach,0,3,24,129,295
2018,San Luis Obispo County,San Luis Obispo,1,33,103,242,1493
2018,San Luis Obispo County,Cal Poly San Luis Obispo,0,0,3,16,143
2018,San Luis Obispo County,Atascadero,0,9,75,63,330
2018,Sonoma County,Sonoma Mendocino Coast DPR,0,0,0,0,19
2018,San Diego County,San Diego Coast DPR,0,0,4,9,59
2018,San Luis Obispo County,Atascadero State Hospital,0,1,164,0,1
2018,San Luis Obispo County,Union Pacific RR - San Luis Obispo,0,0,0,0,1
2018,San Luis Obispo County,Cuesta College,0,0,1,3,8
2018,San Luis Obispo County,CA Highway Patrol - San Luis Obispo,0,0,1,0,31
2018,San Mateo County,San Mateo Co. Sheriff's Department,3,78,152,335,2124
2018,San Mateo County,Atherton,0,2,0,31,73
2018,San Mateo County,Belmont,0,10,20,58,336
2018,San Mateo County,Brisbane,0,1,7,39,51
2018,San Mateo County,Burlingame,0,19,30,177,684
2018,San Mateo County,Colma,0,18,19,32,309
2018,San Mateo County,Daly City,3,103,98,221,1130
2018,San Mateo County,Hillsborough,0,0,7,44,42
2018,San Mateo County,Menlo Park,1,9,24,110,470
2018,San Mateo County,Pacifica,0,16,35,70,304
2018,San Mateo County,Redwood City,0,53,79,172,912
2018,San Mateo County,San Bruno,0,38,65,116,775
2018,San Mateo County,San Mateo,0,88,172,590,1360
2018,San Mateo County,South San Francisco,0,56,103,257,1002
2018,San Mateo County,Broadmoor,2,5,6,24,36
2018,San Mateo County,Foster City,0,5,24,59,300
2018,San Mateo County,San Mateo BART,0,8,5,0,161
2018,San Mateo County,Union Pacific RR - San Mateo,0,0,0,0,0
2018,Fresno County,San Joaquin DPR,0,0,1,0,0
2018,San Mateo County,East Palo Alto,3,55,70,84,300
2018,San Mateo County,CA Highway Patrol - San Mateo,0,0,4,0,10
2018,Santa Barbara County,Santa Barbara Co. Sheriff's Department,3,22,179,336,848
2018,Santa Barbara County,Guadalupe,0,3,7,16,23
2018,Santa Barbara County,Lompoc,1,32,159,178,629
2018,Santa Barbara County,Santa Barbara,1,89,248,261,1894
2018,Santa Barbara County,Santa Maria,6,159,272,377,979
2018,Santa Barbara County,Carpinteria,0,2,20,36,148
2018,Santa Barbara County,Union Pacific RR - Santa Barbara,0,0,1,0,3
2018,Santa Barbara County,Solvang,0,1,4,12,35
2018,Santa Barbara County,Allen Hancock College,0,0,0,3,24
2018,Santa Barbara County,Buelton,0,0,3,4,41
